player_type,player_key,playerid,mlbamid,name,team,projected_starts,opponents,skill_score,matchup_score,weekly_projection_index,projection_rank,zips_name,zips_team,zips_w,zips_l,zips_qs,zips_era,zips_g,zips_gs,zips_sv,zips_hld,zips_bs,zips_ip,zips_tbf,zips_h,zips_r,zips_er,zips_hr,zips_bb,zips_ibb,zips_hbp,zips_so,zips_k_9,zips_bb_9,zips_k_bb,zips_hr_9,zips_k_pct,zips_bb_pct,zips_k_bb_pct,zips_avg,zips_whip,zips_babip,zips_lob_pct,zips_gb_pct,zips_hr_fb,zips_fip,zips_war,zips_ra9_war,zips_adp,zips_intersd,zips_intersk,zips_intrasd,zips_vol,zips_skew,zips_dim,zips_fpts,zips_fpts_ip,zips_spts,zips_spts_ip,zips_p10,zips_p20,zips_p30,zips_p40,zips_p50,zips_p60,zips_p70,zips_p80,zips_p90,zips_tt10,zips_tt20,zips_tt30,zips_tt40,zips_tt50,zips_tt60,zips_tt70,zips_tt80,zips_tt90,zips_nameascii,zips_playerid,ytd_name,ytd_team,ytd_w,ytd_l,ytd_era,ytd_g,ytd_gs,ytd_qs,ytd_cg,ytd_sho,ytd_sv,ytd_hld,ytd_bs,ytd_ip,ytd_tbf,ytd_h,ytd_r,ytd_er,ytd_hr,ytd_bb,ytd_ibb,ytd_hbp,ytd_wp,ytd_bk,ytd_so,ytd_nameascii,ytd_playerid,recent_week_start,recent_batters_faced,recent_hits_allowed,recent_hr_allowed,recent_walks,recent_strikeouts,recent_bbe,recent_hardhit_allowed,recent_xwoba_allowed,recent_woba_allowed,recent_bb_rate,recent_k_rate,recent_hardhit_rate_allowed,recent_hr_rate_allowed,recent_pa_vs_lhb,recent_woba_allowed_vs_lhb,recent_k_rate_vs_lhb,recent_pa_vs_rhb,recent_woba_allowed_vs_rhb,recent_k_rate_vs_rhb,recent_woba_allowed_prev_1w,recent_woba_allowed_prev_2w,recent_woba_allowed_prev_4w,recent_xwoba_allowed_prev_1w,recent_xwoba_allowed_prev_2w,recent_xwoba_allowed_prev_4w,recent_bb_rate_prev_1w,recent_bb_rate_prev_2w,recent_bb_rate_prev_4w,recent_k_rate_prev_1w,recent_k_rate_prev_2w,recent_k_rate_prev_4w,recent_hardhit_rate_allowed_prev_1w,recent_hardhit_rate_allowed_prev_2w,recent_hardhit_rate_allowed_prev_4w,recent_hr_rate_allowed_prev_1w,recent_hr_rate_allowed_prev_2w,recent_hr_rate_allowed_prev_4w,recent_woba_allowed_vs_lhb_prev_1w,recent_woba_allowed_vs_lhb_prev_2w,recent_woba_allowed_vs_lhb_prev_4w,recent_woba_allowed_vs_rhb_prev_1w,recent_woba_allowed_vs_rhb_prev_2w,recent_woba_allowed_vs_rhb_prev_4w,recent_k_rate_vs_lhb_prev_1w,recent_k_rate_vs_lhb_prev_2w,recent_k_rate_vs_lhb_prev_4w,recent_k_rate_vs_rhb_prev_1w,recent_k_rate_vs_rhb_prev_2w,recent_k_rate_vs_rhb_prev_4w,ip,k,er,hits_allowed,bb_allowed,baserunners,w,sv,hld,era,whip,projection_stat_source
pitcher,27669,27669,685299,Tanner Gordon,COL,1,MIL,55.1,28.5,48.4,66,Tanner Gordon,COL,3.0,7.0,,5.41502,17.0,15.0,,,,82.0,358.0,96.0,54.0,49.0,16.0,19.0,,1.0,63.0,6.94326,2.12712,3.26415,1.73916,0.176485,0.0540678,0.1224176548421382,0.283832,1.40534,0.30938,0.662099,,,4.8624,0.761137,0.39089,999.0,,,,,,,226.4000000000001,2.7609756097560982,268.0,3.268292682926829,,,,,,,,,,,,,,,,,,,Tanner Gordon,27669,Tanner Gordon,COL,0.0,0.0,6.428571428571429,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,61.0,16.0,10.0,10.0,5.0,4.0,1.0,0.0,1.0,0.0,17.0,Tanner Gordon,27669,2026-05-25,38.0,12.0,0.0,2.0,5.0,30.0,13,0.3076260810810811,0.4039473684210526,0.05263157894736842,0.13157894736842105,0.43333333333333335,0.0,19.0,0.39473684210526316,0.15789473684210525,19.0,0.4131578947368421,0.10526315789473684,0.45161290322580644,0.35080645161290325,0.33986476426799006,0.5029113870967742,0.35311899354838705,0.3121756506203474,0.03225806451612903,0.04946236559139785,0.024731182795698924,0.16129032258064516,0.2473118279569892,0.25134822167080234,0.7083333333333334,0.6319444444444444,0.46319444444444446,0.03225806451612903,0.016129032258064516,0.02806451612903225,0.5535714285714286,0.4192857142857142,0.36797619047619046,0.36764705882352944,0.2738235294117647,0.30449418228829994,0.21428571428571427,0.20714285714285713,0.3119047619047619,0.11764705882352941,0.3588235294117647,0.23710407239819004,5.369,4.383,3.575,6.661,1.366,8.027,0.19,0.0,0.0,5.993,1.495,hybrid_zips_ytd_recent_matchup
pitcher,braxton garrett,,,Braxton Garrett,MIA,1,TBR,50.0,42.8,48.2,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hybrid_zips_ytd_recent_matchup
pitcher,16256,16256,607536,Kyle Freeland,COL,1,MIL,41.7,67.0,48.0,68,Kyle Freeland,COL,5.0,9.0,,4.92299,20.0,20.0,,,,102.0,450.0,118.0,61.0,56.0,15.0,28.0,,5.0,79.0,6.9671,2.45961,2.83261,1.34744,0.176336,0.062252,0.114083606749773,0.283029,1.42382,0.318606,0.682955,,,4.50812,1.1522,1.04644,999.0,,,,,,,322.50000000000006,3.1617647058823537,374.0,3.6666666666666665,,,,,,,,,,,,,,,,,,,Kyle Freeland,16256,Kyle Freeland,COL,1.0,3.0,5.04,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,111.0,26.0,14.0,14.0,4.0,8.0,0.0,4.0,1.0,0.0,24.0,Kyle Freeland,16256,2026-06-01,28.0,7.0,1.0,1.0,4.0,23.0,9,0.32342496428571427,0.38571428571428573,0.03571428571428571,0.14285714285714285,0.391304347826087,0.03571428571428571,3.0,0.3,0.0,25.0,0.396,0.16,0.5818181818181819,0.5238636363636363,0.5138111888111888,0.5870166818181818,0.5147082954545456,0.4667459204545455,0.0,0.045454545454545456,0.06818181818181818,0.18181818181818182,0.18181818181818182,0.16346153846153846,0.6875,0.5,0.45000000000000007,0.13636363636363635,0.11363636363636363,0.08566433566433566,0.3125,0.30625,0.39375,0.7357142857142858,0.6139097744360903,0.5719768170426065,0.125,0.06250000000000003,0.125,0.21428571428571427,0.212406015037594,0.1595655806182122,5.142,4.266,2.746,5.531,1.329,6.859,0.244,0.0,0.0,4.807,1.334,hybrid_zips_ytd_recent_matchup
pitcher,bryce miller,,,Bryce Miller,SEA,1,DET,50.0,41.5,47.9,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hybrid_zips_ytd_recent_matchup
pitcher,david sandlin,,,David Sandlin,CHW,1,PHI,50.0,41.7,47.9,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hybrid_zips_ytd_recent_matchup
pitcher,lucas giolito,,,Lucas Giolito,SDP,1,PHI,50.0,41.7,47.9,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hybrid_zips_ytd_recent_matchup
pitcher,27779,27779,693821,Bryce Elder,ATL,1,PIT,52.5,31.7,47.3,72,Bryce Elder,ATL,7.0,7.0,,4.23618,22.0,22.0,,,,122.0,523.0,119.0,63.0,58.0,13.0,41.0,,5.0,106.0,7.81521,2.99701,2.60767,0.981321,0.203266,0.0779495,0.1253169849514961,0.248965,1.30365,0.294937,0.688127,,,3.93571,1.58483,1.39688,740.5499877929688,,,,,,,507.5000000000002,4.1598360655737725,515.0,4.221311475409836,,,,,,,,,,,,,,,,,,,Bryce Elder,27779,Bryce Elder,ATL,3.0,1.0,2.020408163265306,8.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,49.0,195.0,34.0,14.0,11.0,3.0,16.0,0.0,2.0,0.0,0.0,45.0,Bryce Elder,27779,2026-06-01,27.0,6.0,1.0,1.0,6.0,19.0,8,0.21188514814814816,0.2796296296296296,0.037037037037037035,0.2222222222222222,0.42105263157894735,0.037037037037037035,15.0,0.18000000000000002,0.26666666666666666,12.0,0.4041666666666666,0.16666666666666666,0.495,0.37875000000000003,0.31186631944444443,0.4069946842105263,0.3330160712719298,0.3096929390450558,0.05,0.04583333333333334,0.06180555555555556,0.05,0.10833333333333336,0.1720486111111111,0.5294117647058824,0.4752321981424149,0.4179732419283503,0.0,0.020833333333333332,0.02378472222222222,0.4153846153846154,0.25769230769230766,0.2369876012145749,0.6428571428571429,0.6151785714285715,0.4489354395604396,0.0,0.03125,0.14350328947368424,0.14285714285714285,0.2589285714285714,0.22561813186813187,5.632,4.828,2.263,5.257,1.792,7.048,0.322,0.0,0.0,3.616,1.251,hybrid_zips_ytd_recent_matchup
pitcher,11486,11486,592662,Robbie Ray,SFG,1,CHC,57.4,15.2,46.8,73,Robbie Ray,SFG,7.0,7.0,,4.12851,21.0,21.0,,,,116.0,496.0,108.0,58.0,53.0,17.0,42.0,,4.0,117.0,9.01898,3.27321,2.7554,1.35167,0.235063,0.0853099,0.1497526615858078,0.239756,1.29033,0.286236,0.733024,,,4.27801,1.03745,1.34712,166.44000244140625,,,,,,,464.50000000000006,4.004310344827586,455.0,3.922413793103448,,,,,,,,,,,,,,,,,,,Robbie Ray,11486,Robbie Ray,SFG,2.0,4.0,2.9495800210378964,7.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,39.2,157.0,28.0,13.0,13.0,7.0,14.0,0.0,0.0,0.0,0.0,40.0,Robbie Ray,11486,2026-05-25,19.0,5.0,0.0,2.0,6.0,10.0,4,0.279042,0.39473684210526316,0.10526315789473684,0.3157894736842105,0.4,0.0,4.0,0.3125,0.5,15.0,0.4166666666666667,0.26666666666666666,0.5335616438356164,0.4972156045265039,0.4000159050300504,0.4763043571428571,0.4642130046583851,0.37658284225014116,0.1506849315068493,0.11882072662298988,0.10288862418106015,0.0684931506849315,0.07772483621203097,0.17176755644593644,0.6274509803921569,0.48039215686274506,0.4068627450980392,0.0684931506849315,0.07772483621203097,0.07245925605067952,0.5076923076923078,0.5955128205128206,0.4102564102564103,0.5391666666666667,0.4607598039215686,0.3949111519607843,0.07692307692307693,0.038461538461538464,0.1858974358974359,0.06666666666666667,0.09215686274509804,0.167953431372549,5.386,5.277,2.379,5.213,2.152,7.366,0.294,0.0,0.0,3.976,1.368,hybrid_zips_ytd_recent_matchup
pitcher,24763,24763,681517,Kyle Leahy,STL,1,CIN,34.2,83.5,46.5,74,Kyle Leahy,STL,4.0,5.0,,4.39856,37.0,7.0,,,,76.0,328.0,75.0,41.0,37.0,9.0,27.0,,4.0,65.0,7.71294,3.14903,2.44931,1.06661,0.199486,0.081446,0.118040420114994,0.250737,1.32781,0.293848,0.68559,,,4.14934,0.485069,0.232413,733.6699829101562,,,,,,,293.7,3.8644736842105263,300.0,3.9473684210526314,,,,,,,,,,,,,,,,,,,Kyle Leahy,24763,Kyle Leahy,STL,4.0,3.0,4.932692669552486,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,34.2,159.0,44.0,19.0,19.0,6.0,13.0,0.0,3.0,1.0,0.0,27.0,Kyle Leahy,24763,2026-05-25,21.0,6.0,0.0,0.0,4.0,16.0,7,0.35377938095238093,0.35,0.0,0.19047619047619047,0.4375,0.0,10.0,0.485,0.2,11.0,0.22727272727272727,0.18181818181818182,0.42083333333333334,0.3494166666666667,0.36193659420289853,0.41986078260869564,0.41500433130434783,0.4062997797826087,0.08333333333333333,0.10166666666666666,0.08344202898550725,0.3333333333333333,0.20666666666666672,0.233768115942029,0.6923076923076923,0.5211538461538461,0.5235079575596817,0.08333333333333333,0.041666666666666664,0.04257246376811594,0.46153846153846156,0.3588942307692309,0.40631532190635455,0.3727272727272727,0.3446969696969697,0.2909820252211557,0.38461538461538464,0.22355769230769235,0.2286266722408027,0.2727272727272727,0.19191919191919193,0.2574502791894096,9.319,8.317,4.442,9.528,2.68,12.208,0.614,0.0,0.0,4.29,1.31,hybrid_zips_ytd_recent_matchup
pitcher,nick lodolo,,,Nick Lodolo,CIN,1,STL,50.0,36.0,46.5,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hybrid_zips_ytd_recent_matchup
pitcher,27814,27814,675660,Shane Drohan,MIL,1,COL,32.8,87.0,46.3,76,Shane Drohan,MIL,4.0,4.0,,4.30842,16.0,12.0,,,,58.0,252.0,54.0,30.0,28.0,8.0,25.0,,2.0,54.0,8.37817,3.8432,2.18,1.16257,0.215648,0.0989209,0.116726703941822,0.238389,1.3459,0.282597,0.708601,,,4.33934,0.650921,0.585344,999.0,,,,,,,217.4000000000001,3.7482758620689665,213.0,3.672413793103448,,,,,,,,,,,,,,,,,,,Shane Drohan,27814,Shane Drohan,MIL,1.0,1.0,4.153846458570514,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,59.0,13.0,8.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,10.0,Shane Drohan,27814,2026-06-01,17.0,4.0,1.0,2.0,5.0,10.0,4,0.383694,0.39999999999999997,0.11764705882352941,0.29411764705882354,0.4,0.058823529411764705,8.0,0.44375,0.25,9.0,0.3611111111111111,0.3333333333333333,0.17857142857142858,0.23340336134453782,0.1557641806722689,0.22442857142857142,0.2382025014005602,0.16355279757528013,0.0,0.0196078431372549,0.02542892156862745,0.14285714285714285,0.23809523809523808,0.43154761904761907,0.5,0.5,0.4545454545454546,0.0,0.00980392156862745,0.004901960784313725,0.3125,0.3145833333333333,0.23972222222222225,0.0,0.13636363636363633,0.13484848484848483,0.25,0.2638888888888889,0.2425925925925926,0.0,0.18181818181818188,0.4242424242424242,7.508,7.599,3.305,6.665,3.122,9.786,0.577,0.0,0.0,3.961,1.303,hybrid_zips_ytd_recent_matchup
pitcher,30107,30107,681035,Christian Scott,NYM,1,SDP,38.2,68.7,45.8,77,Christian Scott,NYM,2.0,2.0,,4.65701,10.0,10.0,,,,46.0,195.0,44.0,26.0,24.0,7.0,15.0,,4.0,43.0,8.45294,3.01113,2.80723,1.29394,0.220239,0.0784544,0.1417849957942962,0.249199,1.29382,0.294785,0.669429,,,4.3713,0.402256,0.205658,748.5700073242188,,,,,,,168.90000000000006,3.671739130434784,168.0,3.652173913043478,,,,,,,,,,,,,,,,,,,Christian Scott,30107,Christian Scott,NYM,0.0,0.0,4.263158108719178,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,29.0,3.0,4.0,3.0,1.0,5.0,0.0,2.0,0.0,1.0,9.0,Christian Scott,30107,2026-05-25,21.0,5.0,0.0,2.0,8.0,11.0,5,0.328038,0.2976190476190476,0.09523809523809523,0.38095238095238093,0.45454545454545453,0.0,14.0,0.28214285714285714,0.42857142857142855,7.0,0.32857142857142857,0.2857142857142857,0.31640625,0.35706676136363635,0.296296538576555,0.3440816875,0.35556732102272726,0.302220042090311,0.125,0.10795454545454546,0.08029306220095694,0.234375,0.23082386363636365,0.29962245813397126,0.2894736842105263,0.35902255639097747,0.34996582365003415,0.0,0.0,0.013157894736842105,0.25638297872340426,0.32819148936170217,0.2305540780141844,0.48235294117647054,0.4383986928104575,0.43539252822341057,0.2978723404255319,0.26432078559738137,0.309243726132024,0.058823529411764705,0.14052287581699346,0.24639780154486038,4.199,5.176,2.067,3.431,1.865,5.295,0.146,0.0,0.0,4.429,1.261,hybrid_zips_ytd_recent_matchup
pitcher,troy melton,,,Troy Melton,DET,1,TBR,50.0,32.7,45.7,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hybrid_zips_ytd_recent_matchup
pitcher,24586,24586,680694,Kyle Bradish,BAL,1,TOR,45.8,44.5,45.5,79,Kyle Bradish,BAL,5.0,4.0,,3.89047,17.0,17.0,,,,84.0,357.0,75.0,40.0,36.0,9.0,32.0,,3.0,87.0,9.25083,3.37811,2.73846,0.974456,0.242533,0.0885654,0.1539675369858741,0.232603,1.26459,0.290661,0.714034,,,3.73208,1.5138,1.11924,72.95999908447266,,,,,,,384.9,4.582142857142857,372.0,4.428571428571429,,,,,,,,,,,,,,,,,,,Kyle Bradish,24586,Kyle Bradish,BAL,1.0,4.0,5.029411764705882,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,157.0,41.0,23.0,19.0,5.0,21.0,1.0,0.0,3.0,0.0,35.0,Kyle Bradish,24586,2026-05-25,52.0,9.0,1.0,5.0,7.0,40.0,12,0.29712490384615386,0.25096153846153846,0.09615384615384616,0.1346153846153846,0.3,0.019230769230769232,34.0,0.31029411764705883,0.11764705882352941,18.0,0.1388888888888889,0.16666666666666666,0.32608695652173914,0.24280538302277427,0.31306935817805387,0.3733754090909091,0.28456144264069266,0.3144489516774892,0.13043478260869565,0.13664596273291924,0.12487060041407866,0.2608695652173913,0.2971014492753623,0.285455486542443,0.35714285714285715,0.36038961038961037,0.40856018981018977,0.043478260869565216,0.021739130434782608,0.03467908902691511,0.15333333333333332,0.18135416666666665,0.31177083333333333,0.65,0.325,0.26958333333333334,0.26666666666666666,0.2895833333333333,0.23854166666666665,0.25,0.325,0.4166666666666667,4.893,4.662,2.346,4.688,2.198,6.886,0.246,0.0,0.0,4.314,1.407,hybrid_zips_ytd_recent_matchup
pitcher,24728,24728,681347,Mike Burrows,HOU,1,ATH,52.3,24.8,45.4,80,Mike Burrows,HOU,4.0,4.0,,4.18091,22.0,19.0,,,,94.0,397.0,86.0,47.0,44.0,14.0,32.0,,4.0,93.0,8.96712,3.07758,2.9137,1.38578,0.235585,0.0808543,0.1547305434942245,0.237729,1.25693,0.28201,0.722118,,,4.28546,1.05253,1.03177,237.9499969482422,,,,,,,377.80000000000007,4.019148936170214,366.0,3.893617021276596,,,,,,,,,,,,,,,,,,,Mike Burrows,24728,Mike Burrows,HOU,1.0,4.0,5.97345173074177,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,37.2,169.0,49.0,25.0,25.0,8.0,13.0,0.0,2.0,0.0,0.0,36.0,Mike Burrows,24728,2026-06-01,25.0,8.0,2.0,5.0,3.0,17.0,11,0.48989980000000005,0.516,0.2,0.12,0.6470588235294118,0.08,20.0,0.52,0.1,5.0,0.5,0.2,0.23333333333333334,0.31574074074074077,0.3148148148148148,0.2963666296296296,0.34381412962962965,0.3344564479166667,0.037037037037037035,0.07407407407407407,0.0748148148148148,0.2222222222222222,0.14814814814814814,0.1711111111111111,0.25,0.3392857142857143,0.3904761904761905,0.037037037037037035,0.05555555555555555,0.046296296296296294,0.3,0.3736111111111111,0.378125,0.15,0.22500000000000003,0.22425213675213676,0.13333333333333333,0.12222222222222222,0.15138888888888888,0.3333333333333333,0.16666666666666666,0.1965811965811966,4.951,4.261,2.806,5.628,2.18,7.808,0.18,0.0,0.0,5.1,1.577,hybrid_zips_ytd_recent_matchup
pitcher,12317,12317,607067,Colin Rea,CHC,1,ATH,51.0,24.8,44.5,81,Colin Rea,CHC,6.0,6.0,,4.37278,21.0,17.0,,,,105.0,446.0,105.0,56.0,51.0,15.0,30.0,,5.0,83.0,7.09931,2.55408,2.77959,1.27183,0.185698,0.0668075,0.1188901215791702,0.254669,1.28239,0.286618,0.695474,,,4.37453,0.986246,0.848633,748.260009765625,,,,,,,380.5,3.623809523809524,391.0,3.723809523809524,,,,,,,,,,,,,,,,,,,Colin Rea,12317,Colin Rea,CHC,4.0,1.0,4.408163479793484,7.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,32.2,142.0,34.0,16.0,16.0,3.0,9.0,0.0,1.0,1.0,0.0,30.0,Colin Rea,12317,2026-05-25,23.0,4.0,1.0,3.0,5.0,14.0,4,0.3329158260869565,0.34130434782608693,0.13043478260869565,0.21739130434782608,0.2857142857142857,0.043478260869565216,15.0,0.46333333333333326,0.13333333333333333,8.0,0.1125,0.375,0.2925925925925926,0.3542231255645889,0.3511948961156278,0.32506285185185185,0.39287490153568205,0.3729076278511744,0.1111111111111111,0.07994579945799457,0.07122289972899729,0.14814814814814814,0.13504968383017166,0.17960817524841916,0.4,0.42727272727272736,0.44295967190704033,0.07407407407407407,0.06142728093947607,0.0411303071364047,0.12727272727272726,0.29756493506493503,0.3419744318181818,0.40625,0.35504807692307694,0.3175240384615385,0.18181818181818182,0.1623376623376623,0.21509740259740262,0.125,0.10096153846153846,0.1310363247863248,6.597,5.285,3.393,6.755,2.248,9.004,0.516,0.0,0.0,4.629,1.365,hybrid_zips_ytd_recent_matchup
pitcher,27498,27498,675911,Spencer Strider,ATL,1,PIT,47.4,31.7,43.5,82,Spencer Strider,ATL,7.0,6.0,,3.96536,17.0,16.0,,,,92.0,387.0,80.0,44.0,41.0,12.0,32.0,,4.0,113.0,11.0057,3.14198,3.5028,1.14521,0.291457,0.0832067,0.2082500010728836,0.227909,1.21596,0.301462,0.710195,,,3.52013,1.73437,1.40058,124.86000061035156,,,,,,,443.2000000000001,4.817391304347827,422.0,4.586956521739131,,,,,,,,,,,,,,,,,,,Spencer Strider,27498,Spencer Strider,ATL,0.0,0.0,8.10000077247627,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,19.0,4.0,3.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,6.0,Spencer Strider,27498,2026-05-25,45.0,10.0,2.0,5.0,13.0,26.0,9,0.29112211111111114,0.35,0.1111111111111111,0.28888888888888886,0.34615384615384615,0.044444444444444446,25.0,0.386,0.24,20.0,0.305,0.35,0.3458333333333334,0.3256944444444445,0.30733343776106936,0.23765825,0.2348484861111111,0.26408499305555555,0.08333333333333333,0.125,0.15209899749373432,0.375,0.2986111111111111,0.3234910192147034,0.38461538461538464,0.2832167832167831,0.3575174825174825,0.125,0.0625,0.044407894736842105,0.475,0.3374999999999999,0.3020833333333333,0.0875,0.23874999999999996,0.2577678571428571,0.3125,0.28125,0.33110119047619047,0.5,0.35000000000000003,0.30892857142857144,4.879,6.643,3.178,4.987,3.453,8.441,0.294,0.0,0.0,5.862,1.73,hybrid_zips_ytd_recent_matchup
pitcher,11674,11674,592791,Jameson Taillon,CHC,1,SFG,33.1,73.5,43.2,83,Jameson Taillon,CHC,5.0,7.0,,4.8528,20.0,20.0,,,,106.0,454.0,109.0,62.0,57.0,21.0,29.0,,2.0,86.0,7.31163,2.44407,2.99158,1.75459,0.190713,0.0637499,0.1269630417227745,0.257745,1.29348,0.279618,0.693152,,,4.92974,0.513367,0.366108,504.4700012207031,,,,,,,321.70000000000016,3.03490566037736,336.0,3.169811320754717,,,,,,,,,,,,,,,,,,,Jameson Taillon,11674,Jameson Taillon,CHC,2.0,1.0,4.239669555149222,7.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,40.1,164.0,32.0,20.0,19.0,11.0,14.0,1.0,1.0,0.0,0.0,36.0,Jameson Taillon,11674,2026-06-01,26.0,6.0,1.0,1.0,6.0,19.0,8,0.33157303846153846,0.27692307692307694,0.038461538461538464,0.23076923076923078,0.42105263157894735,0.038461538461538464,12.0,0.375,0.08333333333333333,14.0,0.19285714285714287,0.35714285714285715,0.40238095238095234,0.39684265010351966,0.4213727139406487,0.3694189523809524,0.37872901966873707,0.41609367441770184,0.09523809523809523,0.06935817805383022,0.06176242236024844,0.19047619047619047,0.2039337474120083,0.17280020703933746,0.4,0.4647058823529412,0.4369660364145658,0.09523809523809523,0.06935817805383022,0.09787353347135958,0.49615384615384617,0.3623626373626373,0.43239659645909645,0.25,0.35625,0.33169642857142856,0.15384615384615385,0.21978021978021978,0.20016788766788765,0.25,0.21875,0.1450892857142857,5.535,5.009,2.718,5.083,1.456,6.538,0.274,0.0,0.0,4.42,1.181,hybrid_zips_ytd_recent_matchup
pitcher,19374,19374,621111,Walker Buehler,SDP,1,PHI,43.0,41.7,42.7,84,Walker Buehler,SDP,5.0,6.0,,4.65557,18.0,17.0,,,,87.0,382.0,88.0,49.0,45.0,13.0,34.0,,6.0,77.0,7.9573,3.53799,2.2491,1.28712,0.202505,0.090038,0.1124668568372726,0.256737,1.39629,0.298642,0.697301,,,4.6019,0.60573,0.374732,740.9299926757812,,,,,,,289.1000000000001,3.3229885057471273,300.0,3.4482758620689653,,,,,,,,,,,,,,,,,,,Walker Buehler,19374,Walker Buehler,SDP,2.0,2.0,5.63736287367948,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,30.1,137.0,34.0,19.0,19.0,2.0,12.0,0.0,2.0,0.0,0.0,29.0,Walker Buehler,19374,2026-05-25,18.0,3.0,0.0,0.0,2.0,15.0,9,0.3422426111111111,0.18888888888888888,0.0,0.1111111111111111,0.6,0.0,8.0,0.225,0.25,10.0,0.16,0.0,0.36363636363636365,0.34090909090909094,0.31079545454545454,0.29316345454545456,0.31521350000000004,0.3269256590909091,0.18181818181818182,0.13636363636363635,0.10227272727272727,0.18181818181818182,0.2272727272727272,0.19886363636363635,0.35714285714285715,0.4642857142857143,0.43822393822393824,0.0,0.022727272727272728,0.022727272727272728,0.515,0.48250000000000004,0.3896266233766234,0.23749999999999996,0.16249999999999998,0.21361166007905136,0.2,0.17142857142857143,0.1668831168831169,0.16666666666666666,0.3333333333333333,0.25559947299077734,4.839,4.01,2.741,4.897,1.644,6.541,0.286,0.0,0.0,5.097,1.352,hybrid_zips_ytd_recent_matchup
pitcher,gage jump,,,Gage Jump,ATH,1,HOU,50.0,20.0,42.5,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hybrid_zips_ytd_recent_matchup
